commence	开始	They commenced a systematic search	2026-04-04 11:35:24
memoir	回忆录	He published a memoir about his childhood in the countryside	2026-04-04 11:35:43
manifest	显示， 表明， 载货清单		2026-04-04 11:36:04
census	人口普查	The detailed assessment of the latest census will be ready in three months	2026-04-04 11:36:17
journalism	新闻报道, 新闻业	Good journalism require honesty and courage	2026-04-04 11:36:44
shrewd	精明的	She's a shrewd businesswoman	2026-04-04 11:37:45
canyon	峡谷	The Grand Canyon is one of the most famous natural wonders	2026-04-04 11:59:55
sway	摇摆	The whole boat swayed and tipped	2026-04-04 12:00:01
cylinder	圆柱体	It was recorded on a wax cylinder	2026-04-04 12:03:27
pant	气喘	She climbed rapidly until she was panting with the effort	2026-04-04 12:04:08
udder	牛羊的乳房	The cow's udder was full of milk	2026-04-04 12:04:26
beige	棕色	The walls are beige	2026-04-04 12:04:41
hoof	蹄	The horses' hooves often could not get a proper grip	2026-04-04 12:05:02
print	印记	The snow still bears the print of a bird	2026-04-04 12:05:16
catch your breath	喘口气	I stopped to catch my breath after running	2026-04-04 12:05:41
tasty	美味的		2026-04-04 12:05:59
spicy	辛辣的	Thai food is hot and spicy	2026-04-04 12:06:19
turmeric	姜	Turmeric is a bright yellow spice used in curry	2026-04-04 12:06:36
mushy	糊状的, 多愁善感的	When the fruit is mushy and cooked, remove from the heat	2026-04-04 12:07:00
pea	豌豆	She is planting peas in the garden	2026-04-04 12:07:10
curry	咖喱	vegetable curry	2026-04-04 12:07:24
sauce	酱	pasta, cooked in a sauce of garlic, tomatoes, and cheese	2026-04-04 12:07:36
sausage	香肠	sausages and fries	2026-04-04 12:08:33
bean	豆	I like to eat rice and beans for dinner	2026-04-04 12:08:44
pork	猪肉	fried pork chop	2026-04-04 12:09:08
accustomed	习惯于		2026-04-10 16:48:03
barricade	路障， 把..隔离在	Large areas of the city have been closed off by barricades set up by the emonstrators	2026-04-10 16:48:50
fortress	堡垒	The ancient fortress stood on top of the chill	2026-04-10 16:49:17
shovel	铲	He has to get out and shovel snow	2026-04-10 16:49:47
way out	出口	That is a way out	2026-04-10 16:51:14
incursion	入侵		2026-04-10 16:52:46
makeshift	权宜之计	We used a cardboard box as a makeshift table	2026-04-10 16:53:04
egress	出口	All egress points must be kept clear	2026-04-10 16:53:15
deviation	偏离		2026-04-10 16:54:27
show up	出现	Desire paths show up after snowstorms	2026-04-10 16:56:00
paved walkway	人行道		2026-04-10 16:56:53
branch off	分支		2026-04-10 16:57:02
ache	疼痛		2026-04-10 16:58:38
bureaucrat	官僚		2026-04-10 17:02:22
waterfront	海滨	They went for a stroll along the waterfront	2026-04-10 17:15:43
rezone	再分区		2026-04-10 17:15:56
mundane	单调的	Be willing to do mundane tasks with good grace	2026-04-10 17:16:15
metaphor	隐喻		2026-04-10 17:17:21
course	道路	chart your own course	2026-04-10 17:18:22
urgent	紧急的		2026-04-10 17:18:47
adequate	令人满意的	The food is adequate but not delicious	2026-04-10 17:19:43
yearning	渴望		2026-04-10 17:19:59
lawn	草坪		2026-04-10 17:20:31
valentine's day	情人节		2026-04-10 17:22:15
reservation	预定		2026-04-10 17:23:40
script	剧本		2026-04-10 17:26:09
tread	行走	What trail would you prefer to tread	2026-04-10 17:26:58
occasion	时刻		2026-04-10 17:31:07
nominally	名义上地	He is nominally the manager, but his assistant runs everything	2026-04-10 17:32:38
honor	尊敬	We honor our teachers and parents	2026-04-10 17:33:06
suspect	嫌疑犯		2026-04-12 14:13:27
tirgger	诱因(n), 引发(v)		2026-04-12 14:14:31
brief	短暂的	In a brief statement, he concentrated entirely on international affairs	2026-04-12 14:14:55
sprawl	城市扩张	Urban sprawl destroys large areas of farmland.	2026-04-12 14:16:33
high-rise	高楼的		2026-04-12 14:21:00
panorama	全景	Horton looked out over a panorama of fertile valleys and gentle hill.	2026-04-12 14:21:48
citrus	柑橘	Citrus fruists are rich in vitamin C.	2026-04-12 14:22:15
come together	开始成形	At last, our project plan began to come together.	2026-04-12 14:23:22
organically	自发地	The community grew organically without strict planing.	2026-04-12 14:23:49
grapple	努力解决问题	The economy is just one of several critical problems the country is grappling with	2026-04-12 14:26:42
entice	诱使	They'll entice thousands of doctors to move from the cities to the rural areas by paying them better salaries.	2026-04-12 14:41:00
profit	利润	The bank made pre-tax profits of $6.5 million.	2026-04-12 14:41:14
eager	渴望	Robert was eager to talk about life in the Army.	2026-04-12 14:41:22
back	支持(v)	All members back his decision.	2026-04-12 14:41:43
hand	掌管（n)	You must take your emotions in hand right now.	2026-04-12 14:42:06
go into	深入研究	We don't have time to go into the details now	2026-04-12 14:48:38
pull off	成功完成	He pulled off the risky plan	2026-04-13 17:14:25
explode	急剧扩大	The city's population has exploded in the past 20 years	2026-04-13 17:16:06
boomer	生育高峰出生的人	The healthcare system is facing pressure as large numbers of boomers retire	2026-04-13 17:16:27
cookie-cutter	千篇一律	These cookie-cutter apartments all look exactly the same	2026-04-13 17:18:15
sprout	突然出现, 发芽	Temporary tents sprouted overnight after the storm	2026-04-13 17:18:29
uniform	单调统一的	""	2026-04-13 17:19:06
extraordinarily	极其		2026-04-13 17:39:16
loss	损失	billiions of losses	2026-04-13 17:40:07
hurdle	困难	Two-thirds of candidates fail at this first hurdle and are sent home	2026-04-13 17:41:02
haunting	萦绕于心头	Each one of these ancient towns is hauntingly beautiful	2026-04-13 17:41:21
underway	正在进行中	An investigation is underway to find out how the disaster happened.	2026-04-13 17:43:05
bustling	繁华的	The downtown area is always bustling.	2026-04-13 17:43:38
take for granted	被认为理所当然的	people take clean water for granted in developed areas	2026-04-13 18:01:22
nvay	海军， 深蓝色		2026-04-13 18:02:37
tombstone	墓碑	Flowers were laid gently in front of the cold tombstone	2026-04-13 18:07:12
skull	头骨	Her husband was later treated for a fractured skull	2026-04-13 18:07:29
carpet	地毯		2026-04-13 18:07:42
immersive	沉浸式虚拟现实的	Immersive learning helps students focus better and improve efficiency	2026-04-13 18:08:10
sanction	制裁	The continued abuse of human rights has now led the United States to impose sanctions against the regime	2026-04-13 18:10:28
texture	纹理		2026-04-13 18:11:12
chilly	阴冷的	It was a chilly afternoon	2026-04-13 18:11:37
roam	漫步	Barefoot children roamed the streets	2026-04-13 18:11:56
rival	n. 可与之匹敌者。 v. 比得上		2026-04-14 15:33:12
million	百万		2026-04-14 15:33:32
either	要么		2026-04-14 15:36:34
quarter	展示, 四分之一， 季度	The eagle quartered its wings in full view.	2026-04-14 15:37:46
spectacle	精彩的表演	Ninety-four thousand people turned up for the spectacle	2026-04-14 15:43:22
season	时期		2026-04-14 15:46:46
squeak	侥幸成功	He barely squeaked through the final exam.	2026-04-14 15:47:10
malfunction	故障	There must have been a computer malfunction	2026-04-14 15:49:24
costume	服装	Children dressed up in fancy costumes for the party	2026-04-14 15:49:47
tear off	迅速写作，脱掉	tear off a part of sb's costume	2026-04-14 15:50:42
magnetic	有吸引力的	There is something warm and magnetic about her gentle temperament.	2026-04-14 15:52:03
peer	同龄人的	His engaging personality made him popular with his peers	2026-04-14 15:52:19
headliner	头牌人物	She is the main headliner of tonight's show.	2026-04-14 16:10:38
fresh off	刚刚完成某事	She if fresh off college and ready to start her career.	2026-04-14 16:11:56
rap	说唱	Her favourite music was by Run DMC, a rap group	2026-04-14 16:14:39
decry	责难	He is impatient with those who decry the plan	2026-04-14 16:17:40
anger	惹恼	He cried with anger and frustration.	2026-04-14 16:17:59
joyous	高兴的	Sarah accepted joyously	2026-04-14 16:20:03
halftime	中场休息	The game started in brilliant sunshine but during halftime fog closed in.	2026-04-14 16:23:27
counter	v. 还击, n-柜台	Sears countered by filing an antitrust lawsuit	2026-04-14 16:24:29
not least	尤其	Many people love the city, not least its warm climate	2026-04-14 16:26:28
lineman	线路员	The lineman repaired the broken power line in the rain.	2026-04-14 16:27:35
offensive	无理的		2026-04-14 16:27:46
indicative	象征的	His action is indicative of growing concern about the shortage of skilled labour.	2026-04-14 16:28:39
impose	强制执行		2026-04-14 16:51:57
be up to	忙于做某事, 取决于， 适合于	The kids are very quiet.They must be up to something.	2026-04-14 16:55:22
seduce	引诱	The view of lake and plunging cliffs seduces visitors.	2026-04-14 16:58:19
flavor	风味	The city retains a traditional old-town flavor.	2026-04-14 17:02:00
concrete	确实的	We need concrete evidence, not just guesses.	2026-04-14 17:48:01
jungle	丛林	City life can be a concrete jungle for young people.	2026-04-14 17:49:35
rejuvenation	恢复活力	Short breaks are key to the rejuvenation of a tired mind.	2026-04-14 17:59:01
venomous	有毒的	He had been bitten by a venomous snake.	2026-04-14 17:59:08
loathe	勉强的	Sensing he held the advantage, Mr.Danbar was loath to change the subject.	2026-04-15 15:05:56
there is no point in doing	做某事毫无意义		2026-04-15 15:06:24
stomach	胃		2026-04-15 15:09:23
gang	一伙朋友	A gang of teenagers hung out on the street	2026-04-15 15:09:51
point	目的	What was the point of thinking about him	2026-04-15 15:16:42
munch	用力咀嚼	Luke munched the chicken sandwiches.	2026-04-15 15:17:15
dourly	闷闷不乐	He stared dourly at the wall and said nothing.	2026-04-15 15:17:28
heartily	衷心的	I heartily thank you for your help.	2026-04-15 15:19:18
surfing	冲浪	This simple fact is that, for most people, surfing is too expensive to do on a regular basis.	2026-04-16 10:00:09
surfboard	冲浪板	He borrowed a friend's surfboard and paddled out into the ocean at sunset.	2026-04-16 10:00:23
stirring	激动人心的		2026-04-16 15:29:00
ascend	登上	Mrs. Clayton had to hold Lizzie's hand as they ascended the steps	2026-04-16 15:31:17
papacy	罗马教皇	The papacy has a long history in Europe.	2026-04-16 15:31:37
bishop	主教	The bishop visited the local church yesterday.	2026-04-16 15:31:52
pontiff	主教	The pontiff addressed crowds of followers in the square.	2026-04-16 15:33:58
unfazed	不苦恼的	He was unfazed by the harsh criticism.	2026-04-16 15:34:23
catholic	天主教的	At least nine out of ten Mexicans are baptized Catholics.	2026-04-16 15:36:38
cleric	教徒	His grandfather was a Muslim cleric	2026-04-16 15:37:01
pretend	假装		2026-04-16 15:38:57
tableau	戏剧的画面	The sunset made a beautiful tableau over the lake.	2026-04-16 15:40:27
resemblance	相似	There was a remarkable resemblance between him and Pete.	2026-04-16 15:48:40
host	主持人	I want to be a TV host in the future.	2026-04-16 15:48:54
propaganda	宣传	The party adopted an aggressive propaganda campaign against its rivals.	2026-04-16 15:52:16
incumbent	在职者	In general, incumbents  have a 94 percent chance of being reelected.	2026-04-16 15:56:00
christ	基督	Many Christians believe Crhist is the son of God.	2026-04-16 15:56:21
supplicant	恳求者	He flung himself down in the flat submissive posture of a mere supplicant.	2026-04-16 15:56:50
healer	救援者	Time is a great healer.	2026-04-16 15:56:58
disembody	使脱离肉体	Fear seemed to disembody his mind from his body.	2026-04-16 15:57:18
saint	圣徒	Every parish was named after a saint.	2026-04-16 15:57:41
altarpiece	祭坛的饰品	The altarpiece in the church was painted by a famous aritist	2026-04-16 15:58:24
grizzled	头发灰白的		2026-04-16 15:58:38
veteran	老兵		2026-04-16 15:58:50
fox	狐狸	The fox is clever and quick-witted.	2026-04-17 15:33:14
plain	朴素的	It was a plain, grey stone house.	2026-04-17 15:33:25
erratic	不稳定的	Argentina's erratic inflation rate threatens to upset the plans.	2026-04-17 15:33:39
sharp	聪明的	She has a sharp mind and always solves problems fast.	2026-04-17 15:36:02
profanity	亵渎	He was fined for shouting profanity at the staff.	2026-04-17 15:36:43
tangent	突然离题	The conversation went off on a tangent	2026-04-17 15:48:04
ramble	闲扯	Don't ramble - just answer the question directly.	2026-04-17 15:48:17
reception	招待会		2026-04-17 15:48:34
digression	离题	Short digression can make a speech more natural.	2026-04-17 15:48:58
cabinet	内阁的	All cabinet members supported the new policy.	2026-04-17 15:49:13
drape	窗帘	He pulled the drapes shut, locked the door behind him.	2026-04-17 15:49:36
academy	学会	He is a member of the academy of sciences.	2026-04-19 16:32:19
in my own fashion	以自己的方式	I won't copy others - I'll succeed in my own fashion.	2026-04-19 16:32:54
dub	把...称为	Today's session has been widely dubbed as a "make or break"	2026-04-19 16:33:34
cruellest	最残酷的	Fate can be the cruellest enemy of all.	2026-04-19 16:33:58
suspicious	怀疑的	'"What is it you want me to do?" Adam asked suspiciously'	2026-04-19 16:34:43
idiot	笨蛋	I knew I'd been an idiot to stay there.	2026-04-19 16:37:49
babble	喋喋不休	Stop babbling and get straight to the point	2026-04-19 16:38:18
strew	撒满	By the end, bodies were strewn all around the building	2026-04-19 16:38:36
spring fever	春困	Warm sunshine always gives people spring fever.	2026-04-19 16:39:59
throb	跳动	My heart throbbed with excitement.	2026-04-19 16:41:00
fling	猛然移动(身体部位)	She flung her arms around my neck and kissed me.	2026-04-19 16:43:38
floppy	软的	The puppy has floppy ears	2026-04-19 16:44:03
awe	敬畏		2026-04-19 16:44:25
petal	花瓣	A rose petal fell on the ground.	2026-04-19 16:44:44
delirium	狂热	In her delirium, she had fallen to the floor several times.	2026-04-19 16:45:12
gracious	和蔼的	She is a lovely and gracious woman.	2026-04-19 16:45:50
tender	温柔的	Her voice was tender, full of pity	2026-04-19 16:46:24
rowdy	吵闹的	He has complained to the police about rowdy neighbours.	2026-04-19 16:46:37
as always	像往常一样	The sun rose brightly as alwasy.	2026-04-19 17:03:51
inconstant	变化无常的		2026-04-19 17:04:07
fickle	变换无常的	The group has been notoriously fickle in the past	2026-04-19 17:06:09
chill	寒冷		2026-04-19 17:06:34
stormy	冲动的	He has a stormy temper and often acts impulsively	2026-04-19 17:14:40
front	"方面， "	We have made great progress on many fronts.	2026-04-19 17:15:32
be meant to	意味着， 注定要	it's meant to catalog things that bring joy	2026-04-19 17:19:36
take away	驱除	It's true that Jupiter takes them away	2026-04-19 17:20:25
tension	矛盾	Smiling and laughing has actually been shown to relieve tension and stress.	2026-04-19 17:22:59
tulip	郁金香	Tulips are one of the most beautiful spring flowers.	2026-04-19 17:40:30
quiver	颤抖	Her bottom lip quivered and big tears rolled down her cheeks.	2026-04-19 17:40:46
gust	一阵狂风	the tulips quivering in the gusting wind	2026-04-19 17:41:25
mitten	手套	I put on my wool mitten to keep warm	2026-04-19 17:41:52
porch	门廊	She huddled inside the porch as she rang the bell	2026-04-19 17:42:12
robin	知更鸟	I watched a robin flit between the bare branches	2026-04-19 17:42:26
much the same	基本相同	The internal work is much the same	2026-04-19 17:44:11
heaviness	忧伤	The cold night added to the heaviness of his thoughts.	2026-04-19 17:45:08
meditation	冥想	Walking under the night sky, he fell into deep meditation on nature's hidden forces.	2026-04-19 17:46:10
greet	欢迎	She liked to be home to greet Steve when he came in from school	2026-04-19 17:46:33
incline	倾向于	if you're less inclined to embrace it	2026-04-19 17:47:38
surplus	过剩的		2026-04-19 17:54:05
tip	倾倒	He leaned away from her, and she had to tip her head back to see him	2026-04-19 18:00:35
crash	车祸	His elder son was killed ina car crash a few years ago	2026-04-20 10:55:17
stroke	中风	He had a minor stroke in 1987, which left him partly paralysed	2026-04-20 10:55:34
violent	暴力的， 剧烈的	A violent impact hurtled her forward.	2026-04-20 10:57:26
shock	震惊， 电击	The faulty socket could shock anyone who touches it	2026-04-20 10:57:48
lung	肺	Running every day can strengthen your lungs.	2026-04-20 10:58:47
heave	起伏	your lung still heave	2026-04-20 10:59:19
spouse	配偶	You, or you spouse, must be at least 60 to participate.	2026-04-20 11:00:14
prod	刺激, 戳	The crisis prodded the government to take action.	2026-04-20 11:00:38
reflex	反射	It was just a reflex, not a conscious choice.	2026-04-20 11:00:56
hammer	锤子	He used a hammer and chisel to chip away at the wall.	2026-04-20 11:01:15
persistent	持续的		2026-04-20 11:01:46
be said to	传闻	these patients were said to be in a persistent vegetative state	2026-04-20 11:02:32
idle	停止工作， 无所事事, 懒惰的	We were not idly sitting around.	2026-04-20 11:03:07
tens of thousands of	成千上万的	tens of thousands of American	2026-04-20 11:05:02
fleeting	短暂的	A smile passed fleetingly across his face.	2026-04-20 11:09:04
covertly	秘密地	They covertly gathered information	2026-04-20 11:14:58
exclusively	专门地		2026-04-20 11:45:36
ventilator	人工呼吸器	The patient is on a ventilator	2026-04-20 11:47:26
unless	若非	You will fail unless you work hard	2026-04-20 11:48:04
pessimism	悲观		2026-04-20 11:51:00
neurologist	神经学家		2026-04-20 11:51:32
impair	损害		2026-04-20 11:55:53
syndrome	综合征		2026-04-20 11:57:05
locked-in	闭锁综合症， 被束缚的，	I feel locked-in by my daily routine.	2026-04-20 11:57:23
euthanasia	安乐死	Many countries still ban euthanasia by law.	2026-04-20 12:00:26
liar	骗子	He was a liar and cheat	2026-04-22 15:23:23
promulgate	传播		2026-04-22 15:23:58
nude	裸体的， 裸照	The occasional nude bather comes here	2026-04-22 15:25:29
take one's own life	自杀	teens have taken their own lives	2026-04-22 15:26:23
guardrail	护栏	A car crashed into the highway guardrail	2026-04-22 15:29:13
unleash	放开	unleashing this tech on society	2026-04-22 15:29:44
pump the brakes	踩刹车		2026-04-22 15:30:45
hold back	保留	it would hold back its newest model	2026-04-22 15:31:57
prototype	原型		2026-04-22 15:33:10
cybercrime	网络犯罪		2026-04-22 15:35:19
dawn	开端		2026-04-22 15:37:11
robot	机器人		2026-04-22 15:37:41
malware	恶意软件	This file is infected with malware	2026-04-22 15:39:42
phishing	网络钓鱼	Beware of email phishing scams	2026-04-22 15:40:42
turn out	大量生产	This factory turns out thousands of bikes every month.	2026-04-22 15:41:08
chatbot	聊天机器人	The chatbot is getting smarter with AI technology.	2026-04-22 15:41:27
horde	一大群	hordes of bad guys	2026-04-22 15:41:54
fend off	抵挡	Maybe the good guys could use the same tech to fend them off?	2026-04-22 15:53:25
feat	壮举	a racing car is an extraoridinary feat of engineering.	2026-04-22 15:54:35
general	综合性的， 总体的， 普遍的		2026-04-22 15:54:57
reassure	使安心	I tried to reassure her."Don't worry about it. We won't let it happen again."	2026-04-22 15:55:27
deft	灵巧的	With a deft flick of his wrist, he extinguished the match.	2026-04-22 15:56:05
spot	注意到	Wicenzo failed to spot the error	2026-04-22 15:56:57
flaw	缺点		2026-04-22 15:57:06
competence	能力	Many people have testified to his competence.	2026-04-22 15:57:43
cut both ways	两面性	competence cuts both ways	2026-04-22 15:58:35
brag	吹牛	It also bragged about breaking the rules	2026-04-22 16:00:43
foolproof	万无一失的， 不出毛病的	The system is not 100 percent foolproof.	2026-04-22 16:03:32
predecessor	前任， 前辈		2026-04-22 16:04:09
haywire	天马行空的， 不受控制的	Many Americans think their legal system has gone haywire.	2026-04-22 16:04:32
hacker	黑客		2026-04-23 13:17:51
hack	非法入侵		2026-04-23 13:18:07
while	一段时间	Please wait for a while.	2026-04-23 13:19:10
vulnerability	弱点	Accepting your own vulnerability is a sign of strength.	2026-04-23 13:23:14
exploit	利用	You'll need a good antenna to exploit the radio's performance.	2026-04-23 13:25:44
scope out	侦察	Let's scope out the competition first.	2026-04-23 13:26:18
protocol	礼仪， 协议	He has become a stickler for the finer observances of Washington protocol	2026-04-23 13:34:42
encryption	加密	All private messages are protected by encryption.	2026-04-23 13:34:56
hypothetical	假设的	Let's look at a hypothetical situation in which Carol, a recovering alcoholic, gets invited to a party.	2026-04-23 13:35:18
trove	宝藏	The research paper offers a trove of valuable data.	2026-04-23 15:21:16
ensue	继而发生	If the Europeans did not reduce subsidies, a trade war would ensue.	2026-04-23 15:21:46
loot	抢夺	The trouble began when gangs began breaking windows and looting shops.	2026-04-23 15:21:56
deceptive	欺骗性的	The storyline is deceptively simple.	2026-04-23 15:24:28
abusive	辱骂的	I did not use any foul or abusive language	2026-04-23 15:24:41
spree	一通犯罪行为	The suspect went on a violent crime spree across the city	2026-04-23 15:29:40
imperil	危及	You imperilled the lives of other road users by your driving	2026-04-23 15:33:07
chip	芯片， 薯条	This phone uses a high-performance chip.	2026-04-23 15:35:18
keep .. under wraps	保密	The company kept its new plan under wraps	2026-04-23 15:38:01
bound	必然的	be not bound to do something	2026-04-23 15:39:01
prescribe	规定	The rules prescribe how students should behave	2026-04-23 15:52:30
pity	怜悯	He felt a sudden tender pity for her	2026-04-23 15:52:36
needle	注射针	I gave Kevin a course of acupuncture using six needles strategically placed on the scalp	2026-04-24 15:08:25
paraphernalia	设备	She packed all her camping paraphernalia into one bag.	2026-04-24 15:08:55
scrap	碎片	scraps of burned paper	2026-04-24 15:09:56
culprit	问题的起因	About 10% of Japanese teenagers are overweight.Nutritionists say the main culprit is increasing reliance on Western fast food.	2026-04-24 15:11:10
deliver	招致	Poor policy delivered a heavy blow to the economy	2026-04-24 15:14:11
captivity	囚禁	The great majority of barn owls are reared in captivity	2026-04-24 15:14:47
ecstatic	狂喜的	His wife gave birth to their first child, and he was ecstatic about it.	2026-04-24 15:15:27
spray	喷洒	The moon was casting a rainbow through the spray from the waterfall	2026-04-24 15:17:52
dealer	商人， 毒品贩子	They will stay on the job for as long as it takes to clear every dealer from the street.	2026-04-24 15:18:10
leave behind	抛弃， 遗忘	I always leave behind my keys in a hurry.	2026-04-24 15:20:05
lace	掺入	she laced his food with sleeping pills.	2026-04-24 15:27:36
soak	浸泡	books soaked in drugs	2026-04-24 15:40:56
appear	似乎	There appears to be increasing support for the leadership to take a more agressive stance	2026-04-24 15:41:17
radio	无线电广播节目	A lot of people listen to the radio in the mornings.	2026-04-24 15:48:00
scout	侦察兵	They set off, two men out in front as scouts, two behind in case of any attack from the rear.	2026-04-24 15:50:06
cast	投影	The moon cast a bright light over the garden.	2026-04-24 16:23:50
aggressive	强烈的	The government took aggressive measures to control inflation.	2026-04-24 16:26:24
triple	三倍的， 翻三倍	I got a fantasic new job and my salary tripled.	2026-04-25 15:24:16
shape up as	改进， 调整， 开始形成	The accident is already shaping up as a significant environmental disaster	2026-04-25 15:26:55
painstaking	刻苦的	Forensic experts carried out a painstaking search of the debris	2026-04-25 15:29:35
correctional	监狱的， 修正的	He had been shipping drugs to correctional facilities in North Carolina	2026-04-25 15:30:59
recover	寻回， 收回， 回收利用	Police raided five houses in Brooklyn and recovered stolen goods	2026-04-25 15:44:44
raid	突袭检查	Polic raided their headquarters and other offices.	2026-04-25 15:45:30
trash	垃圾	The yards are overgrown and cluttered with trash	2026-04-25 16:15:54
address	寄给	Please address this letter to my teacher.	2026-04-25 16:18:06
trafficker	贩子， 商人	They have been arrested as suspected drug traffickers.	2026-04-25 16:21:29
sewer	下水道	Heavy rain blocked the sewers and caused street flooding.	2026-04-25 16:32:09
episode	一段时期， 一集	The final episode will be shown next Sunday.	2026-04-28 11:10:16
rapacious	贪婪的	The rapacious businessmen only care about huge profits.	2026-04-28 11:14:25
sensationalize	炒作	Reporters should not sensationalize tragedies.	2026-04-28 11:26:39
hell	地狱	I've never believed.Not in heaven or hell or God or Satan until now.	2026-04-30 12:04:45
overdose	药量过多	Each year, one in 100 girls ages 15-19 takes an overdose.	2026-04-30 12:16:54
vista	远景	From my bedroom window looked out on a crowded vista of hills and rooftops.	2026-04-30 15:15:00
unwashed	不清洁的	Leftover food and unwashed dishes cover the dirty counters.	2026-05-01 16:06:23
approach	交谈	I was too shy to approach him and start a conversation.	2026-05-01 16:06:37
representative	代理人， 销售	she had a stressful job as a sales representative.	2026-05-01 16:09:11
park the wrong way	逆向停车	My neighbor parks the wrong way on our one-way street	2026-05-01 16:11:08
count on	依赖	don't count on the computer to tell you true	2026-05-01 16:12:54
fair-minded	公正的	She is one of the most fair-minded people I know	2026-05-01 16:14:09
toady	马屁精	They came backstage afterward, cooing and toadying to him.	2026-05-01 16:15:49
open-minded	开明的， 谦虚的	He was praised for his enthusiasm and his open-mindedness	2026-05-01 16:21:10
supportive	拥护的， 给予帮助的。	They were always supportive of each other.	2026-05-01 16:23:22
wit	机智	She has used her wits to progress to the position she holds.	2026-05-01 17:55:36
string	绳子， 系， 悬挂	string up	2026-05-02 12:17:08
garbage	垃圾, 废话	This morning a bomb in a garbage bag exploded and injured 15 people	2026-05-02 12:19:10
commendable	值得赞扬的	He has acted with commendable speed.	2026-05-02 12:20:54
clean up after yourself	自己打扫干净	Your intention  to clean up after yourself is commendable.	2026-05-02 12:21:55
bin	垃圾桶	trash bins	2026-05-02 12:22:27
manipulation	操纵	The article shows the manipulation of public opinion	2026-05-02 12:41:24
grown	成年的	grown person	2026-05-02 12:44:31
leftover	剩下的， 剩菜	Refrigerate any leftovers.	2026-05-02 13:52:22
preliminary	预备的， 初步行动	This is only a preliminary plan, not the final version.	2026-05-03 10:54:28
expedition	考察	They went on an expedition to the Antarctic	2026-05-03 21:10:58
appreciate	理解	I appreciate your difficult situation.	2026-05-03 21:14:24
filmmaking	制片	Budget control is a key part of professional filmmaking.	2026-05-03 21:23:24
charade	装模做样	I wondered why he had gone through the elaborate charade	2026-05-03 21:23:40
shenanigan	恶作剧	Stop your childish shenanigans and focus on your work	2026-05-03 21:24:16
valiantly	勇敢地	He valiantly fought against the fire to save the child.	2026-05-03 21:24:42
proceeding	事件的过程， 诉讼, 行动	They have started legal proceedings against the company.	2026-05-03 21:28:36
stretch	（土地或水域的）一片	stretch of highway.	2026-05-04 15:45:21
replica	复制品	The designer made a miniature replica of the historic building.	2026-05-04 16:09:16
solar	太阳的	A total solar eclipse is due to take place some time tomorrow.	2026-05-04 16:21:05
yield	产生， 产量	He believed, until his death, that his experiments had yielded auroras	2026-05-04 16:25:24
elaborate	复杂的， 精心制作的	His task was to elaborate pollicies that would make a market economy compatible with a clean environment.	2026-05-04 17:09:47
childish	幼稚的	She has a soft, childish smile.	2026-05-04 17:12:30
norway	挪威	The standard of living in Norway is very high.	2026-05-05 11:23:27
account for	解释	The gene they discovered today doesn't account for all those cases.	2026-05-05 11:26:23
absorb	理解	Too often he only absorbs half the information in the manual.	2026-05-05 11:28:43
elctromagnetism	电磁学	Each of the four fundamental forces(gravity, electromagnetism, and the strong and weak nuclear forces) has a kind of theoretical knob.	2026-05-05 11:29:54
keepsake	纪念品	He collect lines of poetry as keepsakes to cherish alone	2026-05-05 11:47:33
wonder	琢磨	I wonder if we truly understand electromagnetism.	2026-05-05 11:50:10
prey	猎物， 受害者， 受骗者	Electric rays stun their prey with huge electrical discharges.	2026-05-05 11:55:55
shark	鲨鱼	A great white shark swam near the shore	2026-05-05 11:56:40
summon	召唤	How summoned a doctor and hurried over.	2026-05-05 14:56:56
nothingness	虚无	There might be something beyond the grave, you know, and not nothingness.	2026-05-05 14:57:20
pickup	小卡车	轻型货车： pickup truck	2026-05-05 14:59:34
rent	租用	She rents a house with three other girls	2026-05-05 14:59:49
dreamer	不切实际的人， 梦想家	Far from being a dreamer, she's a level-headed pragmatist.	2026-05-05 15:02:15
inconceivably	不可思议地	Time can be inconceivably short in the grand shceme of nature.	2026-05-05 15:05:15
wrangle	争吵	The two sides have spent most of their time wrangling over procedural problems.	2026-05-05 15:06:47
contemplate	沉思	As he lay in his hospital bed that night, he cried as he contemplated his future.	2026-05-05 15:10:56
gravity	重力	Arrows would continue to fly forward forever in a straight line were it not for it not for gravity, which brings them down to earth.	2026-05-05 15:11:41
marvel	惊叹， 奇迹	Sara and I read the story and marvelled.	2026-05-05 15:11:59
erect	建造， 竖起， 竖直的	The building was erected in 1900-1901.	2026-05-05 15:22:10
arrow	箭	Warriors armed with bows and arrows and spears have invaded their villages.	2026-05-05 15:32:05
procedural	程序的	A Spanish judge rejected the suit on procedural grounds.	2026-05-05 15:33:58
grand	壮丽的， 宏大的	This grand building in the centre of town used to be the hub of the capital's social life.	2026-05-05 15:35:36
scheme	计划， 系统， 布局	We realize that we are infinitely small within the scheme of things	2026-05-05 15:35:59
level-headed	冷静的	His level-headed approach suggests he will do what is necessary.	2026-05-05 15:37:08
discharge	释放， 放电	Do not let the battery fully discharge.	2026-05-05 15:41:08
stun	使震惊， 使昏迷	Sam stood his ground and got a blow that stunned him	2026-05-05 15:41:29
cherish	珍视	He genuinely loved and cherished her.	2026-05-05 15:56:04
impact	撞击， 冲击力	The plane is destroyed, a complete wreck, the pilot must have died on impact	2026-05-05 19:10:44
